text,label
"PSBB Surabaya Resmi Berakhir, Ini Fakta Pentingnya!",0
"Tiga Tahun LDR, Amanda Rawles Kepikiran Nikah Muda",0
Begini Kondisi Astrea Grand Berumur 23 Tahun yang Dijual Rp 100 Juta,0
PLN Kerja Sama dengan Telegram Bagikan Token Listrik Gratis,1
"Coachella 2020 Dibatalkan, Promotor Siapkan Skema Festival 2021",0
Pom Bensin Tuban Dibakar Massa setelah Harga BBM Naik pada 3 September 2022,1
Ribuan Akun Palsu Asal Cina Ingin Kacaukan Pemilu 2024,1
"Banyak Pihak Curiga, Pemerintah Pastikan RI Terjaga dari Corona",0
Anak George W. Bush Masuk Islam,1
Selamat! Marissa Nasution Melahirkan Anak Kedua,0
"Ada Pasien Tak Punya Kekebalan Setelah Sembuh Corona, Ini Kemungkinannya",0
Video Kepanikan Warga di Eskalator Saat Terjadi Gempa di Jember,1
"Barracuda, Kendaraan Taktis yang Jadi Langganan Klub Sepakbola di Indonesia",0
PB IDI Soal 109 Nakes di Ogan Ilir Dipecat: Sepertinya Misinformasi Saja,0
"Verrell atau Stefan William, Mantan Terindah Natasha Wilona?",0
"Viral 'Indonesia Terserah', Sudah Melakukan Apa untuk Tangkal Corona?",0
BANSOS dari Anies juga Nyasar ke Kim Jong Un dan Donald Trump,1
"Akun WhatsApp Mengatasnamakan Lurah Batu IX, Menawarkan Kendaraan Bermotor",1
BP2MI Bersama Cicil Buat Program Pinjaman ke Pekerja Migran,1
Mahfud Md soal WNI Eks ISIS: Pemerintah Tak Berencana Pulangkan Teroris,0
"Pengancam Ditangkap Polisi, Syifa Hadju Merasa Lebih Aman",0
Gatot Nurmantyo Resmi Jadi Menko Polkam,1
"Beras Plastik di Kabupaten Malinau, Provinsi Kalimantan Utara",1
Ular Salju Mematikan,1
Menhub Perpanjang Larangan Mudik-Arus Balik hingga 7 Juni 2020,0
Soekarwo Minta Yuri Tak Baca Teks Saat Sampaikan Pesan ke Masyarakat,0
Pemerintah Janji Transparan soal Data Pasien Corona Meninggal,0
Sempat Melawan saat akan Ditangkap Penghina Nabi Ditembak Mati,1
Kata Istana soal Hasil Riset Gabungan Kasus Positif Corona DKI Capai 32 Ribu,0
OJK Hapus Data Nasabah Pinjol yang Gagal Bayar,1
Manajemen Bantah Song Jae Rim dan Jiyeon 'T-Ara' Pacaran,0
"Nelayan Pantura: Natuna Bagian NKRI, Kami Siap Berlayar di Sana",0
Polisi Amankan Truk Diduga Angkut Kayu Pembalakan Liar di Karo Sumut,0
Surat Pemanggilan Seleksi Pegawai PT Pertamina (Persero) 7-8 Juli 2022,1
10 Pantai Terindah di Jawa Tengah yang Bikin Kamu Betah,0
Galeri Foto 10 Pesona Ririn Ekawati Saat Nikmati Cokelat hingga Pizza,0
Akun Facebook Mengatasnamakan Bupati Tana Tidung Ibrahim Ali,1
Foto Habib Rizieq Promosikan Bentuk Salib,1
Akun Facebook Mengatasnamakan Wakil Bupati Kotawaringin Timur Irawati,1
Resep Sup Kimlo yang Enak dan Gurih Untuk Makan Malam,0
Jepang Bentuk Organisasi Pusat Komando Imbas Ulah WNI,1
"Pasokan Gula Langka, Ada yang Menimbun?",0
"Pemda Minta KRL Disetop, Luhut: Tak Semudah Membalikkan Tangan",0
"Data Corona di Indonesia 19 April: Jumlah PDP 15.646, ODP 178.883",0
"Tantang Ninja ZX-25R, Yamaha Siap Bikin R25 3 Silinder?",0
Disinfektan Canggih Anti Corona Tahan 90 Hari Siap Dijual,0
"Tak Perlu Khawatir, 5 Macam Bentuk Puting Ini Normal Dimiliki Wanita",0
Informasi Lowongan Kerja di PLTA Kerinci,1
"Harga Minyak Dunia Terus Turun, OPEC Mau Apa?",0
Akun WhatsApp Mengatasnamakan Wakil Bupati Kabupaten Asahan,1
"Presiden Jokowi Stres, Gibran Dipastikan Dihukum Mati",1
Viral Jemaah Padang Sumbar Berangkat Haji 2020,1
"Menag: Kalau Tak Jadi Berangkat, Pelunasan Dana Haji 2020 Bisa Diambil Kembali",0
Informasi Pendataan Tenaga Honorer K2 di Kabupaten Luwu,1
AS hingga Jepang Cari Tanah di RI buat Bangun Pabrik,0
"Kisah Tenaga Medis Pisah dari Keluarga, Lebaran di Tempat Karantina",0
"Pelaku Pembunuh Santri, Membunuh Karena Warung Tempat Ia Mabuk Dirazia FPI",1
Undangan Rakernas Peningkatan Kinerja Tenaga Kesehatan Mengatasnamakan Dinkes Kab. Tangerang,1
"Viral Video Pria Berjaket Ojol Dipukuli di Medan, Polisi Turun Tangan",0
"Yamaha Buka Banyak Lowongan, Lulusan SMA Bisa Daftar",0
Cekrek! Satwa Liar Difoto dari Kamera Perangkap ala Google,0
Iklan Leasing Bekerjasama Dengan Poda D.I. Yogyakarta dalam Penjualan Mobil/Motor Tarikan Kredit Macet,1
"Hindari Opini Aneh, Patung Nyi Roro Kidul di Waterblow Bali Dicopot",0
Kapolda Metro Jaya Irjen Fadil Imran Dinonaktifkan,1
Nasabah Bongkar Modus Perusahaan Benny Tjokro Kumpulkan Dana Masyarakat,0
Kalahkan Corona dengan Temulawak!,0
"Pendapatan Tak Capai Target, Bagaimana Nasib Pegawai AP I?",0
Pencairan Bantuan Sosial Mengatasnamakan Bank DKI,1
Caleg Partai Nasdem Tarik Kembali Karpet Bantuannya untuk Masjid di Tidore,1
"Banyak Pemudik Lolos, Upaya Pemerintah Dinilai Gagal",0
Biaya Penerbitan SIM di Polres Trenggalek,1
Foto Pesawat Militer Myanmar yang Jatuh di Negara Bagian Rakhine,1
Duh! Bangun Infrastruktur Listrik Masih Terganjal Lahan,0
Akun TikTok beserta Tautan Pemutihan Pajak,1
"Dominan, China Sabet Tiga Gelar di Malaysia Masters 2020",0
Selingkuhan yang ML dengan Istri Orang Saat Suaminya Tidur Diperiksa,0
Kapal Perang Amerika Serikat Jatuhkan Drone Iran di Selat Hormuz,1
Kanye West Artis Hip Hop Kedua yang Jadi Miliarder,0
PPKM Level 4 Dihapus,1
Gemasnya Ribuan Bayi Penyu Difoto dari Drone,0
Surat Pengangkatan Guru Honorer Jadi PNS,1
Keren! Pria Ini Buat Restoran Kecil Untuk Hewan Liar Selama Lockdown,0
Boyolali Menuju ke Kecamatan Junwangi Membutuhkan Waktu 3 Jam,1
Surat Edaran Mengatasnamakan Dinas Kesehatan Pemerintah Kota Palembang,1
Pertemuan Referendum Raja dan Sultan Se-Nusantara,1
"Bebi-Mesya VS Mona-Indra Tebak Kuis Sepak Bola, Siapa Menang?",0
Pendeta Melianus Lensini Umumkan Adanya Dana Bantuan dari Pemerintah Australia,1
"Bungkam Napoli 0-1, Lazio Torehkan 10 Kemenangan Beruntun",0
Keluarga Akan Sortir Pelayat yang Datang ke Rumah Glenn Fredly,0
Realme Jamin Iklan di Ponselnya Tak Menggangu,0
Honda Bagi-Bagi Hadiah Rayakan HUT ke-70,1
"Sapa Pelanggan, Komisaris Pertamina Bagi BBM dan Bingkisan Gratis",0
Foto Sejumlah Anggota PKI Angkat Senjata,1
Akun WhatsApp Mengatasnamakan Pj Sekda Kabupaten Indragiri Hilir,1
"Bukan Gaduh Rapid Test, DPR Diminta Rumuskan Aturan BPJS Kesehatan",0
Virus Corona Diduga Sudah Menyebar dan Masuk ke Indonesia di Gedung BRI 2,1
"Tagihan Listrik Bengkak Bikin Kaget, Ini Penyebabnya",0
Pinjaman Dana KSP Nasari,1
Undangan Rakernas Peningkatan Kinerja Tenaga Kesehatan Mengatasnamakan Kadinkes Kota Bekasi,1
"Peringati Nyepi, Wisata Gunung Bromo Akan Ditutup",0
Netizen Keluhkan Voucher Pulsa Telkomsel Sulit Dicari,0
"Video Tawuran Dua Kelompok Remaja di Bangsal, Mojokerto",1
Penipuan Penjualan Kendaraan Bermotor Atas Nama Anggota Polri,1
Obat Corona Bernama Pil-Kada,1
Kemenag Terbitkan Protokol Pengurusan Jenazah Pasien Corona Beragama Katolik,0
Lebih dari 116 Ribu Spesimen Dites Terkait Virus Corona di Indonesia,0
"Video Gempa Berkekuatan 10,9 Magnitudo Guncang Wilayah Provinsi Jawa Tengah dan Sebabkan Kabupaten Pangandaran Tamat",1
"Triawan dan Yenny Wahid Jadi Komisaris Garuda, Berapa Gajinya?",0
"H-2 Jelang Lebaran, Pelabuhan Merak Sepi Penumpang",0
Video Jackie Chan Menawarkan Bantuan Uang Tunai kepada Korban Covid-19,1
Anne Hathaway Kenang Dirinya Terjatuh di 'The Princess Diaries',0
Lowongan Kerja Paruh Waktu Mengatasnamakan Kemnaker,1
"Pabrik Daihatsu Tidak Setop Produksi, Biar Karyawan Enggak Mudik",0
Penangkapan Begal di Watu Jago Bojonegoro,1
Polisi Akan Pisahkan Massa Dewi Tanjung dan Fahira di Balai Kota DKI,0
"Lina Meninggal Dunia, Sule: Allah Sayang sama Dia",0
"Yudistira Dwi Wardhana Asnar, Pengembang Situng KPU mendukung Terbuka 02",1
Foto BPJS Kesehatan Gelar Dinner di Hotel Mewah,1
"Amien Rais Tak Terlihat di Pembukaan Kongres PAN, Zulhas-Asman Berdampingan",0
Partai Demokrat Protes Pesawat Warna Merah Putih Melintas di Hambalang,1
"Kalah Sama Anak Kost, 3 Bule Ini Kesulitan Tuang Air Galon",0
Rekaman Video Banjir Bandang Kali Cibuni seusai Gempa Cianjur,1
"Gunung Anak Krakatau Erupsi, Tinggi Kolom Abu Capai 500 Meter",0
Asisten yang Positif Narkoba Sebut Ririn Ekawati Pemakai,0
Tontowi Ahmad Pamitan ke Pelatih via WhatsApp,0
"Hampir 2 Tahun, Akhirnya Kota Kendari Punya Wakil Wali Kota",0
Viral Tukang Parkir 'Halu' di Depan Restoran yang Tak Ada Pengunjung,0
Pesan Berantai Vaksinasi Massal di RSUD Abdul Wahab Sjahranie Samarinda,1
Jokowi dan Prabowo Bicara tentang Rakyat yang Tenggelam,1
"Tak Capai Target, Lifting Migas Hanya 1,8 Juta Barel/Hari di 2019",0
OKI Bagikan Dana Bantuan Senilai Rp124 Juta untuk Umat Islam,1
Gelombang Setinggi 10 Meter Terjang Jakarta Pusat pada Awal Januari 2024,1
Suka Telat Bayar Tagihan? Coba Pakai Cara Ini biar Nggak Nunggak,0
Video PDIP Menyuruh Orang untuk Membakar Bendera PDIP,1
Jokowi adalah Presiden Pertama yang Menginjakkan Kaki di Tanah Papua,1
Nota Permintaan Data dan Dokumen Barang Kiriman Mengatasnamakan Bea Cukai,1
"13 Pasien Baru Positif Corona, 2 di Antaranya WNA",0
Kemenparekraf Realokasi Anggaran untuk Tenaga Medis dan Berbagai UKM,0
Instagram 'Bersih-bersih' Misinformasi Corona,0
Sejumlah Polisi India Tiba di Indonesia,1
Akun WhatsApp Mengatasnamakan Wakil Bupati Gresik,1
"Viva.co.id: Kalau Saya Mengundurkan Diri, Emang Ada Yg Sanggup Membangun Indonesia",1
Lowongan Kerja Mengatasnamakan PT Pegadaian,1
Rencana Buwas Bangun Sekolah untuk Lahirkan Banyak Ahli Kopi,0
Museum di Prancis Berisi 18.000 Tengkorak Muslim,1
Polisi Berkuda Jadi Objek Selfie Pengunjung Car Free Day Bunderan HI,0
Bantuan BPJS 2024 Sebesar Rp125 Juta Per Orang,1
Facebook Luncurkan Aplikasi untuk Hobi Mirip Pinterest,0
Lowongan Kerja Mengatasnamakan PT Telkom Indonesia Tbk Tahun 2024,1
Apple Ancam Para Penjarah Tokonya!,0
Ahok Bagikan Uang Rp10 Juta Hanya dengan Bagikan Videonya di TikTok,1
Pesan Berantai Kode Pencuri,1
"Viral 3 Suster Katolik Nyanyikan 'Selamat Lebaran', Ganjar Lempar Pujian",0
Pesilat Pagar Nusa Meninggal Usai Melakukan Atraksi,1
Berjilbab Bikin Rambut Mudah Rontok,1
Tips Cepat Diterima Interview Kerja,0
Polisi Sebut Muncikari Kasus Kawin Kontrak di Bogor Punya Puluhan 'Anak',0
Pengusaha Usul Anggaran Infrastruktur dan Keamanan Digeser ke Kesehatan,0
Pesepeda Meninggal di Monas karena Memakai Masker,1
"Teriak Jokowi Dua Periode, Lelaki Ini Dihajar Warga, Bonyok",1
Data Grafis Perolehan Kursi DPRD oleh KPU Kab. Batang,1
"Jl Yos Sudarso Ditutup Akibat Banjir, Motor Boleh Masuk Tol",0
Formulir C1 Ditemukan di Ruang Ketua KPU,1
Jokowi Perintahkan Tembak di Tempat Dua Intelijen Malaysia,1
Pembunuhan dengan Modus Suara Tangisan Bayi,1
Pesan Singkat Mengatasnamakan Kepala Dinas Kesehatan Kabupaten Purworejo,1
"Bukan April Mop, Keringanan Kredit Kendaraan Mulai Berlaku Hari Ini",0
Pesan WhatsApp Mengatasnamakan Wakil Bupati Bandung Sahrul Gunawan,1
"Lempar Kucing dan Minum Bir Saat Rapat Zoom, Pejabat Ini Resign",0
Bantahan-bantahan Eks Menag Lukman Hakim yang Terseret dalam Vonis Rommy,0
KBRI Moskow Gelar Seminar Peringati 70 Tahun Hubungan Indonesia-Rusia,0
Disdukcapil Sulsel Luruskan soal Keluhan Blangko e-KTP Diambil ke Kemendagri,0
"Mahfud MD : Jokowi antara Mati di Penjara, 10 Tahun Merusak Negara, Penjara Seumur Hidup, atau Digantung",1
"Demi Meghan Markle, Pangeran Harry Rela Tak Lakukan Hobi Ini",0
Orang Italia Mulai Meminta Bantuan dari Allah,1
TNI Angkatan Laut Tangkap Intelijen Israel,1
Presiden Prabowo Temui Pendemo dan Meminta Maaf,1
Seorang Wanita di Florida Diamputasi Kakinya karena Alami Pembekuan Darah akibat Vaksin Covid-19,1
"Prank Beri Makanan Sampah untuk 'Tertibkan' Waria, Kok Tega Ya?",0
Anggota DPR Usul Moratorium Perjalanan dari Negara Terdampak Corona,0
Profil Bupati Morowali Utara yang Dimakamkan dengan Protap COVID-19,0
Polisi Pilah Masker Hasil Sidak Sebelum Dipasarkan Kembali,0
Penodongan di Jalan Poros Tebing Empat Lawang,1
Mahfud Md: Relaksasi PSBB Bukan Berarti Langgar Protokol Kesehatan,0
Akun Facebook Mengatasnamakan Kapolres Klaten,1
Penutupan Jalan Menuju Bulak Kapal Bekasi selama 535 Hari,1
Sidang Senat AS yang Dihadiri Donald Trump Dibuka dengan Lantunan Ayat Al Quran,1
"Selain di Jember, Ada Juga Pohon Menangis di Amerika",0
Perpanjangan PSBB Jawa dan Bali Sampai 28 Maret 2021,1
"Pemilik Mobil yang Terseret Banjir di Kota Ashkelon Israel, Masuk ke Dalam Penggugat Anies",1
Cara Agar Kulkas Awet hingga Anak-Cucu,0
Lowongan Kerja Trans Studio Indonesia,1
Riset Unpad-UP: 72% Responden Nilai Pemerintah Kewalahan Atasi Corona,0
Pengacara Sebut Benny Tjokro Mulai Diperiksa Kejagung sebagai Tersangka,0
Ahok Jadi Ketua Tim Ibu Kota Baru,1
Bantuan Kuota Internet Gratis Pemkot Blitar untuk Siswa Belajar Daring,1
Ida Dayak Gelar Pengobatan di Gedung Aula Aisyah Centre Kendari,1
"Cari Dukungan, Cawagub Ahmad Riza Patria Keliling Fraksi DPRD DKI",0
Pengambilan SK 100% di BKD Masing-Masing Instansi Pada 17 Januari 2020,1
ICW Sebut Pimpinan KPK Macan Ompong karena Tak Bisa Tangkap Harun Masiku,0
Akun WhatsApp Mengatasnamakan Ketua PWI Kabupaten Garut Aep Hendy,1
"Belajar Terlalu Keras, Bocah Ini Terjangkit Radang Otak",0
"Korban Penembakan di Selandia Baru, Zulfirman Syah Meninggal Dunia",1
"Sidang 'Ikan Asin' Ditunda, Rey Utami Ungkapkan Hal Ini",0
"Protes Masalah Natuna, Massa Gelar Demonstrasi di Depan Kedubes China",0
Perancis Resmi Larang Penggunaan Obat Malaria untuk Tangani Pasien Corona,0
"Setelah Agus Gumiwang, Kini Mendagri Tito Tiba di RSPAD",0
"Jalan Daan Mogot Ambles ""Anies Sempat Mengatakan Jakarta Beruntung Tidak Ada Longsor""",1
Arief Budiman Sebut Siap Bantu Donald Trump Menangkan Pilpres Amerika Serikat,1
Pengangkatan Tenaga Honorer Perawat dan Guru Menjadi PNS Tanpa Tes di Lingkungan Pemerintah Daerah Istimewa Yogyakarta,1
"Kasus WNI Positif Corona di Singapura Tambah Jadi 45 Orang, 10 Pasien Sembuh",0
Dirut PLN Pakai Dana CSR Buat Dukung Capres Ganjar,1
Pembatasan Jumlah Penerbangan dari Soekarno-Hatta,0
Resep Acar Timun Kuah yang Renyah Segar,0
Jusuf Hamka Bagikan Uang Tunai Rp50 Juta,1
"Mantan Menteri Pendidikan RI Prof. Dr. Ir. K.H. Mohammad Nuh, DEA Meninggal Dunia",1
"Lowongan Pekerjaan di Puskesmas Sananwetan, Kota Blitar",1
Pesan Berantai Dana Bagikan Uang Tunai via Telegram,1
Video Wakil Ketua Banggar DPR RI Tersungkur setelah Menyetujui Penarikan LPG 3 Kg dan Penghapusan Daya Listrik 450 VA,1
"Jokowi: Ingat! Yang Kita Larang Mudik, Bukan Transportasinya",0
"Lagi, Anggota DPR Minta OJK Dibubarkan",0
McGregor dan Khabib Saling Serang di Media Sosial,0
Wakil Bupati Yapen Meninggal Dunia,1
Cuaca Dingin pada Bulan Juli hingga Agustus 2022 karena Fenomena Aphelion,1
"Garuda Buka-bukaan Soal Suntikan Rp 8,5 Triliun",0
"Kurangi Risiko Penyebaran Corona, Perayaan HUT Ikahi Dibatalkan",0
Foto “Presiden Joko Widodo di depan Jenazah”,1
Demo 22 Mei Bayar Preman Per Kepala Rp300 Sampai Rp500 Ribu,1
Kabut Asap Karhutla Indonesia Sampai ke Malaysia,1
"Dear Girls, Cari Aksesori Cantik di Singapura? Nih Sontekannya",0
"Mike Tyson Kembali Posting Video Tinju, Pelatihnya Bilang...",0
Uji Coba Tilang e-CCTV di Jalanan Pare Mulai Awal Februari 2020,1
Presiden Joko Widodo Memberikan Uang Senilai Rp7 Triliun kepada Putri Ariani,1
"Kebakaran di Kota Senta, Hikone Jepang Akibat Ulah TKI",1
Akun WhatsApp Mengatasnamakan Kadiskominfo Kabupaten Kudus,1
Smash-smash Keras Antarkan Fajar/Rian ke Semifinal,0
Cuci Tangan 6 Kali Sehari Kurangi Risiko Infeksi Corona hingga Sepertiga,0
Foto Ratu Megawati,1
"Tak Perlu Antre di Bank, Uang Pensiun Bisa Diambil Dekat Rumah",0
Tagihan Mengatasnamakan BPJS Kesehatan,1
Ini Bocoran Persiapan Pernikahan Reza Arap dengan Wendy Walters,0
7 Kali Gempa Kalimantan Mengakibatkan Kota Ini Lumpuh,1
Wajib Tahu! Ini Cara Social Distancing di Lingkungan Keluarga dan Pertemanan,0
Ma'ruf Amin Bicara Pentingnya RS Syariah di International Islamic Healthcare,0
Akun Facebook Mengatasnamakan Bupati Tanjung Jabung Barat Anwar Sadat,1
Pria Meninggal Jantungnya Kekurangan Oksigen karena Menggunakan Masker,1
"Format Baru, Rapim TNI AU Tahun 2020 Undang Narasumber Eksternal",0
Hiburan Rakyat dan Daftar Menu Kuliner Gratis Perayaan HUT ke-74 di Jalan Pemuda Semarang,1
Setya Novanto Dikabarkan Belum Pulang ke Sukamiskin,1
Polisi Ungkap Motif Perampok yang Sekap-Pukul Ponakan Bupati Soppeng,0
"Perahu Nelayan Tabrakan di Luwu Timur, 1 Warga Pangkep Tewas",0
Ini Makanan yang Harus Dihindari Penderita Asam Urat,0
Ribuan Warga China Masuk Islam karena Virus Corona,1
Mark Zuckerberg akan Tutup Facebook di Indonesia karena Dibully Netizen,1
Jalur Garut-Tasik Via Malangbong Sudah Bisa Dilalui Pasca Longsor,0
Polda Metro Gelar Sertijab 5 Pejabat Utama dengan Protokol COVID-19,0
Cah Solo! Ayo Ikut dVideocaster Hunt Berhadiah Total Rp 142 Juta di UNS,0
"Tak Ada Kriteria Pria Idaman, Tapi Rachel Amanda Pemilih Soal Pacar",0
Bupati Lampung Tengah Tertangkap OTT KPK,1
Sekjen PDIP Hasto Akui Terakhir Bertemu Harun Masiku Desember 2019,0
"Di Tengah Merebaknya Virus Corona, 5 Kisah Sarapan Ini Menarik Perhatian",0
Pengibaran Bendera Alam Pedang Terkait Kemerdekaan Aceh,1
"Tagihan Listrik Bengkak Bisa Dicicil, Begini Simulasinya",0
"Tanpa Suara Bising, Formula E Jakarta Jadi Kurang Menarik?",0
Dampak Gempa Magnitudo 3.0 Guncang Provinsi Banten pada 4 Desember 2024,1
Rumah Kopi,0
Seekor Kucing Kepalanya Ditusuk karena Mencuri Ikan,1
"Keindahan Ranu Agung, Tak Kalah Dengan Ranu Kumbolo",0
Flyer Sponsorship HUT ke-76 Bhayangkara,1
Pose Keren Maia Estianty Saat Makan Bareng Suami dan Sahabat,0
"Formula E hingga Smackdown, Tonton Acara Olahraga Terlengkap di Sini",0
Jokowi Janji Hapus Ujian Skripsi,1
Shin Tae-yong Kembali Pimpin Latihan Timnas Indonesia,1
"Jokowi Ungkap Stok Pangan Defisit, Kementan: Ini Wajar",0
Ashraf Sinclair Pribadi yang Suka Dalami Agama dan Peduli dengan Sekitar,0
Wamen Buka-bukaan Ada 1.200 BUMN Beserta Anak dan Cucunya,0
Lowongan Kerja di Otoritas Jasa Keuangan (OJK),1
Lowongan Kerja Mengatasnamakan PT HM Sampoerna Tbk,1
Harap-harap Cemas Menanti THR Jelang Lebaran,0
Undangan Seminar Nasional Peningkatan SDM Fakultas Vokasi Universitas Airlangga dari Kemendikbud Ristek,1
JK Tolak 'Indonesia Terserah': Kita Harus Bersatu Hadapi Corona,0
Informasi Pemutihan SIM Kadaluarsa Berlaku Mulai Tanggal 25 Agustus 2019,1
Pablo Benua Marah dan Mau Jotos Timnya Usai Video 'Ikan Asin' Fairuz Diunggah,0
Akun Instagram Mengatasnamakan Bupati Luwu Utara,1
"Kim Jong Un Meninggal Masih Isu, Tapi Memenya Ramai",0
Penutupan Jalan Perbatasan Subang-Bandung,1
Undangan Raker Peningkatan Kinerja Mengatasnamakan Direktur Pelayanan Medis RSCM,1
"Ma'ruf: Antisipasi Penyebaran, Sertifikasi Bebas Corona Mungkin Akan Diterapkan",0
Perdagangan Seks Melalui Pesan Teks di Negeri Paman Sam,1
Mobil Putra Wali Kota Risma Dirusak Massa,1
Cara Pencinta Soluna Bantu Putus Penyebaran Corona,0
BPJS Kesehatan Bagikan Dana Bantuan Senilai Rp50 Juta kepada Masyarakat Melalui Pesan WhatsApp,1
Tim Pakar COVID-19: Mulai Sekarang Etika Batuk Harus Diubah,0
Masih Banyak Warga Bogor Berkerumun Cari Takjil saat Corona,0
Pemindahan Ibukota Demi OBOR Cina,1
Erdogan Kirim Pasukan ke India Karena Muslim Dianiaya,1
Viral Data 104 Motor Curian di Polsek Ujungberung Bandung,1
Dapur Umum di Alun-alun Cilegon Bagikan 500 Makanan-1.000 Sembako ke Warga,0
Surat Edaran Kelayakan Penerima Dana Donasi Pemkab Cilacap Tahun 2023,1
Zinc dan Air Tonik Dapat Mengobati Covid-19,1
Rumor Minions Terinspirasi dari Anak Yahudi,1
Es Krim Golden Gaytimes Produksi Walls Mendukung LGBT,1
"Terjangkit Corona, Pengobatannya Ditanggung BPJS Kesehatan?",0
PLN Periksa Instalasi Listrik di Rumah Terdampak Banjir,0
Akun Instagram Mengatasnamakan Wali Kota Surakarta Gibran Rakabuming,1
Perampasan dan Pembakaran Logistik Pemilu 2019 di Nduga,1
600 Anak Terkena Difteri di Jakarta,1
"Tawuran Kelompok Pemuda di Makassar, 1 Korban Tewas",0
Jawaban Dokter Soal Proses Penularan hingga Proteksi Diri dari Corona,0
Cara Baru Petugas KAI Layani Penumpang,0
"Karantina Diri Usai dari Eropa, Krisdayanti Rayakan Ultah ke-45 di Rumah",0
Program Undian Bank Riau Kepri Syariah,1
Sahabat Ungkap Kedekatan Nikita Mirzani dengan Duda,0
"Lama Menjanda, Joy Tobing Nangis Ditagih Adik oleh Anaknya",0
Video Situasi Terkini di Sekitaran Gedung Mahkamah Konstitusi,1
Nonton Sekarang! Kultum Ustaz Hanan Attaki: Sederet Manfaat Buka Puasa,0
Pemasukan TikTok Digunakan untuk Mendirikan Kamp Konsentrasi Muslim Uighur China,1
"Video Detik-detik Konten Kreator ""FB Pro"" Mengalami Kecelakaan karena Keasikan Siaran Langsung",1
"Aneh, Tidak Ada Salju Lagi Saat Musim Dingin di Moskow",0
KPK Tangkap Lima Pelaku Transaksi Janggal Rp300 Triliun di Kemenkeu,1
Pemerintah Kota Palu akan Hapus Kelurahan Petobo,1
Kecelakaan di Jalur Cikidang,1
"Pesan WhatsApp Mengatasnamakan Kajari Tana Toraja, Erianto Laso Paundanan",1
Gudang Garam Bagikan Subsidi Kesehatan Rp4 Juta,1
Airlangga Perintahkan DPD Golkar Seluruh Indonesia untuk Dukung Anies di Pilpres 2024,1
Presiden Prabowo Hentikan Program MBG,1
"Apple Kirim iOS 13.4.5 dan iPadOS 13.4.5, Apa yang Baru?",0
Pilot Hingga Pramugari Terancam Dipenjara Gegara Bantu Kabur Carlos Ghosn,0
Masjid Kami Bukan Sarang Teroris,1
9 September 2019 Meteor Jatuh di Indonesia,1
Pulau Tagulandang Tenggelam akibat Erupsi Gunung Ruang,1
"Indonesia vs China Rebutan Natuna, 2 Hal Ini Jadi Dasar Hukumnya",0
Mantan Dirut BEI Diperiksa Kejagung Terkait Kasus Jiwasraya,0
Video Vaksinasi dengan Suntik Kosong di Sekolah Tiongkok Jakarta,1
BI Catat Bunga Kredit dan Deposito Terus Turun,0
"5 Hoax Seputar Corona, Zona Kuning hingga 136 Pasien Dalam Pengawasan",0
Dua Anggota DPR RI Saling Bunuh Usai Rapat Dengan Mahfud MD,1
Kerusuhan di Terminal Metro Pusat,1
"Diamankan Polisi, Ririn Ekawati Negatif Narkoba",0
Kerusuhan di Inggris Dampak dari Lockdown Covid-19,1
60 Motor Bersenjata Tajam Menuju Muntilan,1
Sales Alat Dapur Pembunuh Bocah 9 Tahun di Sidrap Dijerat Pasal Berlapis,0
"Kapolri Pimpin Sertijab Irwasum, Kabaintelkam dan 9 Kapolda",0
Akun WhatsApp Mengatasnamakan Asisten III Sekretariat Daerah Kota Pekanbaru,1
"Jangan Bikin Malu, 4 Hal Ini Wajib Dihindari Saat Nginap di Hotel",0
"Cornelia Agatha Soroti Kasus Kekerasan Anak, Ingin Bikin Lembaga Khusus",0
Homo & Lesbi Sudah Dilindungi Hukum & UU,1
"TikTok Challenge Smartfren Berhadiah iPhone 11 Hingga Mirrorless, Mau?",0
"Acara Musik K-Pop Tanpa Penonton, Dita Karang Tak Bisa Lihat Reaksi Fans",0
Peneliti WHO Nyatakan Rokok Elektrik 95% Lebih Aman dari Rokok Biasa,0
Surat Izin Usaha kepada Millionaire Group Indonesia Mengatasnamakan OJK,1
"Masih Tinggi, Ini Daftar Harga Pangan Usai Lebaran",0
Katanya dari Yogya Siap Ledakkan Bakar Jakarta Tanggal 22,1
Terbongkarnya Alokasi Anggaran Rp5 Miliar untuk 5 Orang Influencer Promosikan DKI Jakarta Tahun 2020,1
Pasar Prabumulih Akan Tutup Selama 2 Minggu,1
Viral 'Surat Cinta' Turis Jepang buat Bandara Soekarno Hatta,0
"Tonton Lagi Video Live Musisi di detikcom, Ada Raisa sampai Ardhito Pramono!",0
"Terkait Omnibus Law, Bagaimana Status Halal Dalam Islam?",0
Konspirasi Jatuhkan Syahrini,0
"Biaya Keamanan Harry-Meghan di AS Capai Rp 40,3 M, Siapa yang Bayar?",0
Polandia Kasih Game Gratis Agar Remaja Nurut Social Distancing,0
"Kemenkes Sebut 18 Orang Meninggal Saat Banjir, Hipotermia hingga Tersetrum",0
Pasien di Makasar Positif Virus Corona,1
Video Suasana Pasar Tanah Abang Dipadati Masyarakat saat PSBB,1
Penganiaya Perawat di Palembang Mengaku Polisi,1
RUU Omnibus Law telah Disahkan,1
Presiden Prabowo Resmi Pecat Kluivert dan Erick Thohir,1
